Indicador,Any,Resposta,Edat,Sexe,Classe social,Estudis,Territoris,percentatge,poblacio_absoluta,mostra,valor_absolut
Malestar emocional,2025,No,15 i més,Home,Classe III,Estudis primaris i sense estudis,Lleida,80.4,1169594,5493,940354
Malestar emocional,2026,Sí,45 - 64,Home,Classe I,Estudis universitaris,Girona,32.9,1026008,2417,337557
Malestar emocional,2026,No,45 - 64,Home,Classe I,Estudis universitaris,Girona,67.1,749250,1520,502747
Malestar emocional,2025,Sí,0 - 14,Dona,Classe I,Estudis primaris i sense estudis,Àrea Metropolitana Nord,28.5,1235385,3253,352085
Malestar emocional,2025,No,0 - 14,Dona,Classe I,Estudis primaris i sense estudis,Àrea Metropolitana Nord,71.5,844134,1462,603556
Malestar emocional,2025,Sí,65 i més,Dona,Classe II,Estudis universitaris,Alt Pirineu i Aran,30.3,680659,1068,206240
Malestar emocional,2025,No,65 i més,Dona,Classe II,Estudis universitaris,Alt Pirineu i Aran,69.7,384262,876,267831
Malestar emocional,2023,Sí,0 - 14,Dona,Classe III,Estudis secundaris,Lleida,15.9,863885,3877,137358
Malestar emocional,2023,No,0 - 14,Dona,Classe III,Estudis secundaris,Lleida,84.1,546956,1421,459990
Malestar emocional,2026,Sí,45 - 64,Dona,Classe III,Estudis universitaris,Àrea Metropolitana Sud,21.9,614674,2018,134614
Malestar emocional,2026,No,45 - 64,Dona,Classe III,Estudis universitaris,Àrea Metropolitana Sud,78.1,384445,909,300252
Malestar emocional,2026,Sí,65 i més,Home,Classe I,Estudis secundaris,Lleida,34.5,1429418,5010,493149
Malestar emocional,2026,No,65 i més,Home,Classe I,Estudis secundaris,Lleida,65.5,178673,711,117031
Malestar emocional,2026,Sí,15 - 44,Dona,Classe II,Estudis primaris i sense estudis,Barcelona Ciutat,15.9,1338317,2756,212792
Malestar emocional,2026,No,15 - 44,Dona,Classe II,Estudis primaris i sense estudis,Barcelona Ciutat,84.1,192864,792,162199
Malestar emocional,2025,Sí,0 - 14,Dona,Classe I,Estudis secundaris,Cat. Central,17.8,182432,231,32473
Malestar emocional,2025,No,0 - 14,Dona,Classe I,Estudis secundaris,Cat. Central,82.2,525670,1167,432101
Malestar emocional,2025,Sí,15 i més,Dona,Classe I,Estudis universitaris,Lleida,27.0,1080977,2488,291864
Malestar emocional,2025,No,15 i més,Dona,Classe I,Estudis universitaris,Lleida,73.0,698155,2965,509653
Malestar emocional,2026,Sí,0 - 14,Home,Classe I,Estudis primaris i sense estudis,Barcelona Ciutat,18.0,883611,3845,159050
Malestar emocional,2026,No,0 - 14,Home,Classe I,Estudis primaris i sense estudis,Barcelona Ciutat,82.0,1443120,6435,1183358
Malestar emocional,2024,Sí,75 i més,Dona,Classe III,Estudis secundaris,Cat. Central,19.4,499554,393,96913
Malestar emocional,2024,No,75 i més,Dona,Classe III,Estudis secundaris,Cat. Central,80.6,801082,1164,645672
Malestar emocional,2024,Sí,15 i més,Home,Classe II,Estudis secundaris,Camp de Tarragona,17.9,1319813,2194,236247
Malestar emocional,2024,No,15 i més,Home,Classe II,Estudis secundaris,Camp de Tarragona,82.1,1128374,971,926395
Malestar emocional,2024,Sí,15 - 44,Home,Classe II,Estudis primaris i sense estudis,Alt Pirineu i Aran,21.6,1289517,2258,278536
Malestar emocional,2024,No,15 - 44,Home,Classe II,Estudis primaris i sense estudis,Alt Pirineu i Aran,78.4,571383,965,447964
Malestar emocional,2024,Sí,65 - 74,Home,Classe II,Estudis secundaris,Girona,31.8,410004,1792,130381
Malestar emocional,2024,No,65 - 74,Home,Classe II,Estudis secundaris,Girona,68.2,124375,278,84824
Malestar emocional,2026,Sí,45 - 64,Dona,Classe III,Estudis secundaris,Cat. Central,16.8,141981,417,23853
Malestar emocional,2026,No,45 - 64,Dona,Classe III,Estudis secundaris,Cat. Central,83.2,1396978,6414,1162286
Malestar emocional,2025,Sí,0 - 14,Home,Classe I,Estudis secundaris,Girona,33.9,1154255,1936,391292
Malestar emocional,2025,No,0 - 14,Home,Classe I,Estudis secundaris,Girona,66.1,1453974,2278,961077
Malestar emocional,2025,Sí,15 i més,Home,Classe I,Estudis universitaris,Cat. Central,32.5,1257500,4106,408688
Malestar emocional,2025,No,15 i més,Home,Classe I,Estudis universitaris,Cat. Central,67.5,188288,380,127094
Malestar emocional,2023,Sí,15 - 44,Home,Classe III,Estudis universitaris,Cat. Central,23.7,987296,2795,233989
Malestar emocional,2023,No,15 - 44,Home,Classe III,Estudis universitaris,Cat. Central,76.3,918340,2643,700693
Malestar emocional,2023,Sí,0 - 14,Dona,Classe I,Estudis universitaris,Camp de Tarragona,18.6,356605,479,66329
Malestar emocional,2023,No,0 - 14,Dona,Classe I,Estudis universitaris,Camp de Tarragona,81.4,375905,1458,305987
Malestar emocional,2025,Sí,65 - 74,Home,Classe II,Estudis universitaris,Terres de l’Ebre,17.8,418312,1665,74460
Malestar emocional,2025,No,65 - 74,Home,Classe II,Estudis universitaris,Terres de l’Ebre,82.2,295449,595,242859
Malestar emocional,2024,Sí,65 i més,Dona,Classe III,Estudis secundaris,Alt Pirineu i Aran,26.2,1302990,677,341383
Malestar emocional,2024,No,65 i més,Dona,Classe III,Estudis secundaris,Alt Pirineu i Aran,73.8,1374269,2102,1014211
Malestar emocional,2025,Sí,15 - 44,Home,Classe III,Estudis primaris i sense estudis,Alt Pirineu i Aran,21.7,1483088,4143,321830
Malestar emocional,2025,No,15 - 44,Home,Classe III,Estudis primaris i sense estudis,Alt Pirineu i Aran,78.3,744350,546,582826
Malestar emocional,2023,Sí,65 - 74,Home,Classe III,Estudis universitaris,Terres de l’Ebre,23.6,522452,1293,123299
Malestar emocional,2023,No,65 - 74,Home,Classe III,Estudis universitaris,Terres de l’Ebre,76.4,760087,1557,580706
Malestar emocional,2026,Sí,65 i més,Home,Classe III,Estudis universitaris,Cat. Central,25.7,1058391,1406,272006
Malestar emocional,2026,No,65 i més,Home,Classe III,Estudis universitaris,Cat. Central,74.3,620227,2758,460829
Malestar emocional,2023,Sí,15 - 44,Dona,Classe II,Estudis primaris i sense estudis,Àrea Metropolitana Sud,33.4,119498,529,39912
Malestar emocional,2023,No,15 - 44,Dona,Classe II,Estudis primaris i sense estudis,Àrea Metropolitana Sud,66.6,962801,3609,641225
Malestar emocional,2024,Sí,0 - 14,Dona,Classe III,Estudis secundaris,Àrea Metropolitana Nord,23.2,1272069,4272,295120
Malestar emocional,2024,No,0 - 14,Dona,Classe III,Estudis secundaris,Àrea Metropolitana Nord,76.8,854180,2986,656010
Malestar emocional,2027,Sí,45 - 64,Home,Classe II,Estudis secundaris,Terres de l’Ebre,22.6,714463,3172,161469
Malestar emocional,2027,No,45 - 64,Home,Classe II,Estudis secundaris,Terres de l’Ebre,77.4,1146803,4523,887626
Malestar emocional,2025,Sí,65 i més,Home,Classe III,Estudis secundaris,Cat. Central,16.8,1035710,696,173999
Malestar emocional,2025,No,65 i més,Home,Classe III,Estudis secundaris,Cat. Central,83.2,925006,543,769605
Malestar emocional,2026,Sí,65 i més,Home,Classe III,Estudis secundaris,Camp de Tarragona,31.6,522894,277,165235
Malestar emocional,2026,No,65 i més,Home,Classe III,Estudis secundaris,Camp de Tarragona,68.4,955773,1609,653749
Malestar emocional,2023,Sí,0 - 14,Home,Classe II,Estudis primaris i sense estudis,Àrea Metropolitana Sud,33.8,803925,1623,271727
Malestar emocional,2023,No,0 - 14,Home,Classe II,Estudis primaris i sense estudis,Àrea Metropolitana Sud,66.2,1160334,661,768141
Malestar emocional,2025,Sí,65 - 74,Home,Classe II,Estudis universitaris,Camp de Tarragona,33.8,1270119,4533,429300
Malestar emocional,2025,No,65 - 74,Home,Classe II,Estudis universitaris,Camp de Tarragona,66.2,995766,2835,659197
Malestar emocional,2024,Sí,45 - 64,Dona,Classe III,Estudis secundaris,Alt Pirineu i Aran,23.3,1059854,1420,246946
Malestar emocional,2024,No,45 - 64,Dona,Classe III,Estudis secundaris,Alt Pirineu i Aran,76.7,612318,1836,469648
Malestar emocional,2023,Sí,45 - 64,Dona,Classe II,Estudis universitaris,Cat. Central,17.9,293947,831,52617
Malestar emocional,2023,No,45 - 64,Dona,Classe II,Estudis universitaris,Cat. Central,82.1,741236,1615,608555
Malestar emocional,2025,Sí,15 - 44,Dona,Classe I,Estudis primaris i sense estudis,Lleida,24.2,425847,1183,103055
Malestar emocional,2025,No,15 - 44,Dona,Classe I,Estudis primaris i sense estudis,Lleida,75.8,1107549,3742,839522
Malestar emocional,2026,Sí,65 - 74,Home,Classe III,Estudis primaris i sense estudis,Cat. Central,23.2,1178208,2532,273344
Malestar emocional,2026,No,65 - 74,Home,Classe III,Estudis primaris i sense estudis,Cat. Central,76.8,969460,2960,744545
Malestar emocional,2023,Sí,15 - 44,Home,Classe II,Estudis universitaris,Lleida,34.4,201814,200,69424
Malestar emocional,2023,No,15 - 44,Home,Classe II,Estudis universitaris,Lleida,65.6,376123,1555,246737
Malestar emocional,2024,Sí,15 i més,Dona,Classe I,Estudis universitaris,Girona,16.6,1343243,5333,222978
Malestar emocional,2024,No,15 i més,Dona,Classe I,Estudis universitaris,Girona,83.4,1259604,2777,1050510
Malestar emocional,2023,Sí,65 i més,Dona,Classe III,Estudis primaris i sense estudis,Camp de Tarragona,17.1,870696,697,148889
Malestar emocional,2023,No,65 i més,Dona,Classe III,Estudis primaris i sense estudis,Camp de Tarragona,82.9,1013526,1690,840213
Malestar emocional,2027,Sí,45 - 64,Dona,Classe II,Estudis secundaris,Terres de l’Ebre,22.1,1128079,1468,249305
Malestar emocional,2027,No,45 - 64,Dona,Classe II,Estudis secundaris,Terres de l’Ebre,77.9,497039,1746,387193
Malestar emocional,2025,Sí,15 i més,Home,Classe I,Estudis primaris i sense estudis,Alt Pirineu i Aran,32.3,1404268,2332,453579
Malestar emocional,2025,No,15 i més,Home,Classe I,Estudis primaris i sense estudis,Alt Pirineu i Aran,67.7,1297831,2077,878632
Malestar emocional,2024,Sí,65 i més,Dona,Classe II,Estudis secundaris,Lleida,21.1,629310,1819,132784
Malestar emocional,2024,No,65 i més,Dona,Classe II,Estudis secundaris,Lleida,78.9,1400811,6429,1105240
Malestar emocional,2026,Sí,75 i més,Dona,Classe III,Estudis primaris i sense estudis,Àrea Metropolitana Nord,15.3,120442,365,18428
Malestar emocional,2026,No,75 i més,Dona,Classe III,Estudis primaris i sense estudis,Àrea Metropolitana Nord,84.7,1161698,3284,983958
Malestar emocional,2026,Sí,15 i més,Home,Classe I,Estudis primaris i sense estudis,Àrea Metropolitana Nord,25.7,316660,981,81382
Malestar emocional,2026,No,15 i més,Home,Classe I,Estudis primaris i sense estudis,Àrea Metropolitana Nord,74.3,251373,919,186770
Malestar emocional,2024,Sí,45 - 64,Dona,Classe I,Estudis primaris i sense estudis,Àrea Metropolitana Nord,31.7,1260895,2920,399704
Malestar emocional,2024,No,45 - 64,Dona,Classe I,Estudis primaris i sense estudis,Àrea Metropolitana Nord,68.3,865585,3324,591195
Malestar emocional,2023,Sí,45 - 64,Dona,Classe I,Estudis primaris i sense estudis,Camp de Tarragona,33.6,1476656,1367,496156
Malestar emocional,2023,No,45 - 64,Dona,Classe I,Estudis primaris i sense estudis,Camp de Tarragona,66.4,570967,2790,379122
Malestar emocional,2025,Sí,0 - 14,Dona,Classe III,Estudis secundaris,Àrea Metropolitana Sud,22.6,893386,2896,201905
Malestar emocional,2025,No,0 - 14,Dona,Classe III,Estudis secundaris,Àrea Metropolitana Sud,77.4,754164,1071,583723
Malestar emocional,2023,Sí,65 i més,Home,Classe I,Estudis primaris i sense estudis,Camp de Tarragona,28.0,1235132,1990,345837
Malestar emocional,2023,No,65 i més,Home,Classe I,Estudis primaris i sense estudis,Camp de Tarragona,72.0,994753,1341,716222
Malestar emocional,2024,Sí,15 - 44,Home,Classe II,Estudis universitaris,Cat. Central,17.2,555102,2048,95478
Malestar emocional,2024,No,15 - 44,Home,Classe II,Estudis universitaris,Cat. Central,82.8,370537,1220,306805
Malestar emocional,2023,Sí,75 i més,Home,Classe II,Estudis primaris i sense estudis,Terres de l’Ebre,17.0,808756,531,137489
Malestar emocional,2023,No,75 i més,Home,Classe II,Estudis primaris i sense estudis,Terres de l’Ebre,83.0,184030,146,152745
Malestar emocional,2023,Sí,15 - 44,Home,Classe II,Estudis secundaris,Lleida,34.5,1019025,3132,351564
Malestar emocional,2023,No,15 - 44,Home,Classe II,Estudis secundaris,Lleida,65.5,1293614,2719,847317
Malestar emocional,2023,Sí,0 - 14,Home,Classe I,Estudis secundaris,Àrea Metropolitana Sud,26.5,1137015,3172,301309
Malestar emocional,2023,No,0 - 14,Home,Classe I,Estudis secundaris,Àrea Metropolitana Sud,73.5,429747,870,315864
Malestar emocional,2025,Sí,65 i més,Dona,Classe I,Estudis universitaris,Cat. Central,23.5,349336,484,82094
Malestar emocional,2025,No,65 i més,Dona,Classe I,Estudis universitaris,Cat. Central,76.5,962243,4458,736116
Malestar emocional,2025,Sí,45 - 64,Home,Classe II,Estudis secundaris,Lleida,32.3,175675,413,56743
Malestar emocional,2025,No,45 - 64,Home,Classe II,Estudis secundaris,Lleida,67.7,581616,2875,393754
Malestar emocional,2024,Sí,45 - 64,Dona,Classe III,Estudis secundaris,Àrea Metropolitana Sud,32.5,1282340,1739,416760
Malestar emocional,2024,No,45 - 64,Dona,Classe III,Estudis secundaris,Àrea Metropolitana Sud,67.5,848071,2516,572448
Malestar emocional,2024,Sí,15 i més,Home,Classe III,Estudis primaris i sense estudis,Camp de Tarragona,16.0,605137,2321,96822
Malestar emocional,2024,No,15 i més,Home,Classe III,Estudis primaris i sense estudis,Camp de Tarragona,84.0,267154,738,224409
Malestar emocional,2026,Sí,0 - 14,Home,Classe II,Estudis secundaris,Girona,34.0,467693,1635,159016
Malestar emocional,2026,No,0 - 14,Home,Classe II,Estudis secundaris,Girona,66.0,1409313,5808,930147
Malestar emocional,2024,Sí,0 - 14,Dona,Classe II,Estudis primaris i sense estudis,Àrea Metropolitana Nord,16.8,304008,961,51073
Malestar emocional,2024,No,0 - 14,Dona,Classe II,Estudis primaris i sense estudis,Àrea Metropolitana Nord,83.2,1005532,4120,836603
Malestar emocional,2024,Sí,15 - 44,Dona,Classe II,Estudis secundaris,Alt Pirineu i Aran,33.9,190932,746,64726
Malestar emocional,2024,No,15 - 44,Dona,Classe II,Estudis secundaris,Alt Pirineu i Aran,66.1,1185241,5291,783444
Malestar emocional,2027,Sí,45 - 64,Dona,Classe III,Estudis universitaris,Camp de Tarragona,22.5,988455,2967,222402
Malestar emocional,2027,No,45 - 64,Dona,Classe III,Estudis universitaris,Camp de Tarragona,77.5,336030,1550,260423
Malestar emocional,2027,Sí,75 i més,Home,Classe I,Estudis secundaris,Àrea Metropolitana Nord,30.7,957794,4007,294043
Malestar emocional,2027,No,75 i més,Home,Classe I,Estudis secundaris,Àrea Metropolitana Nord,69.3,936891,4527,649265
Malestar emocional,2023,Sí,65 - 74,Dona,Classe I,Estudis universitaris,Camp de Tarragona,22.2,620353,2572,137718
Malestar emocional,2023,No,65 - 74,Dona,Classe I,Estudis universitaris,Camp de Tarragona,77.8,592462,2096,460935
Malestar emocional,2025,Sí,0 - 14,Home,Classe II,Estudis secundaris,Camp de Tarragona,31.9,1264894,5815,403501
Malestar emocional,2025,No,0 - 14,Home,Classe II,Estudis secundaris,Camp de Tarragona,68.1,506616,653,345005
Malestar emocional,2027,Sí,75 i més,Dona,Classe III,Estudis primaris i sense estudis,Àrea Metropolitana Nord,28.0,1058488,2960,296377
Malestar emocional,2027,No,75 i més,Dona,Classe III,Estudis primaris i sense estudis,Àrea Metropolitana Nord,72.0,649346,2840,467529
Malestar emocional,2027,Sí,45 - 64,Dona,Classe II,Estudis universitaris,Cat. Central,34.3,1300537,1245,446084
Malestar emocional,2027,No,45 - 64,Dona,Classe II,Estudis universitaris,Cat. Central,65.7,629212,1099,413392
Malestar emocional,2026,Sí,45 - 64,Home,Classe I,Estudis secundaris,Terres de l’Ebre,24.0,698304,356,167593
Malestar emocional,2026,No,45 - 64,Home,Classe I,Estudis secundaris,Terres de l’Ebre,76.0,530466,2281,403154
Malestar emocional,2024,Sí,0 - 14,Home,Classe I,Estudis secundaris,Lleida,20.5,998835,648,204761
Malestar emocional,2024,No,0 - 14,Home,Classe I,Estudis secundaris,Lleida,79.5,1081050,2234,859435
Malestar emocional,2026,Sí,0 - 14,Dona,Classe I,Estudis universitaris,Camp de Tarragona,34.0,622513,2441,211654
Malestar emocional,2026,No,0 - 14,Dona,Classe I,Estudis universitaris,Camp de Tarragona,66.0,1137979,2664,751066
Malestar emocional,2024,Sí,65 - 74,Dona,Classe II,Estudis universitaris,Alt Pirineu i Aran,32.5,1194857,1597,388329
Malestar emocional,2024,No,65 - 74,Dona,Classe II,Estudis universitaris,Alt Pirineu i Aran,67.5,1447530,4584,977083
Malestar emocional,2023,Sí,65 i més,Dona,Classe II,Estudis secundaris,Camp de Tarragona,17.8,231276,161,41167
Malestar emocional,2023,No,65 i més,Dona,Classe II,Estudis secundaris,Camp de Tarragona,82.2,321333,367,264136
Malestar emocional,2023,Sí,45 - 64,Home,Classe III,Estudis primaris i sense estudis,Lleida,17.5,1390651,2116,243364
Malestar emocional,2023,No,45 - 64,Home,Classe III,Estudis primaris i sense estudis,Lleida,82.5,195680,344,161436
Malestar emocional,2027,Sí,65 - 74,Dona,Classe I,Estudis universitaris,Terres de l’Ebre,22.7,951906,4488,216083
Malestar emocional,2027,No,65 - 74,Dona,Classe I,Estudis universitaris,Terres de l’Ebre,77.3,496170,1396,383539
Malestar emocional,2025,Sí,45 - 64,Home,Classe III,Estudis secundaris,Lleida,22.6,470222,531,106270
Malestar emocional,2025,No,45 - 64,Home,Classe III,Estudis secundaris,Lleida,77.4,645234,2844,499411
Malestar emocional,2025,Sí,75 i més,Home,Classe III,Estudis secundaris,Cat. Central,27.5,1043428,1785,286943
Malestar emocional,2025,No,75 i més,Home,Classe III,Estudis secundaris,Cat. Central,72.5,431124,947,312565
Malestar emocional,2027,Sí,15 - 44,Home,Classe III,Estudis universitaris,Lleida,20.5,612999,1326,125665
Malestar emocional,2027,No,15 - 44,Home,Classe III,Estudis universitaris,Lleida,79.5,240173,1038,190938
Malestar emocional,2026,Sí,65 - 74,Home,Classe II,Estudis primaris i sense estudis,Terres de l’Ebre,23.7,1081282,2349,256264
Malestar emocional,2026,No,65 - 74,Home,Classe II,Estudis primaris i sense estudis,Terres de l’Ebre,76.3,603292,521,460312
Malestar emocional,2027,Sí,0 - 14,Dona,Classe II,Estudis universitaris,Camp de Tarragona,24.4,1139599,3772,278062
Malestar emocional,2027,No,0 - 14,Dona,Classe II,Estudis universitaris,Camp de Tarragona,75.6,867293,2541,655674
Malestar emocional,2026,Sí,65 i més,Home,Classe III,Estudis universitaris,Àrea Metropolitana Sud,31.7,1234801,5202,391432
Malestar emocional,2026,No,65 i més,Home,Classe III,Estudis universitaris,Àrea Metropolitana Sud,68.3,617848,2389,421990
Malestar emocional,2023,Sí,0 - 14,Dona,Classe III,Estudis secundaris,Cat. Central,17.4,1247283,6191,217027
Malestar emocional,2023,No,0 - 14,Dona,Classe III,Estudis secundaris,Cat. Central,82.6,423629,1739,349918
Malestar emocional,2025,Sí,45 - 64,Dona,Classe II,Estudis secundaris,Àrea Metropolitana Sud,27.2,1433160,1881,389820
Malestar emocional,2025,No,45 - 64,Dona,Classe II,Estudis secundaris,Àrea Metropolitana Sud,72.8,337217,228,245494
Malestar emocional,2026,Sí,45 - 64,Home,Classe II,Estudis secundaris,Camp de Tarragona,19.1,1180425,2294,225461
Malestar emocional,2026,No,45 - 64,Home,Classe II,Estudis secundaris,Camp de Tarragona,80.9,286429,161,231721
Malestar emocional,2023,Sí,75 i més,Dona,Classe III,Estudis secundaris,Barcelona Ciutat,21.9,226675,379,49642
Malestar emocional,2023,No,75 i més,Dona,Classe III,Estudis secundaris,Barcelona Ciutat,78.1,1125788,3651,879240
Malestar emocional,2024,Sí,0 - 14,Dona,Classe II,Estudis primaris i sense estudis,Alt Pirineu i Aran,22.2,245750,181,54556
Malestar emocional,2024,No,0 - 14,Dona,Classe II,Estudis primaris i sense estudis,Alt Pirineu i Aran,77.8,885207,2322,688691
Malestar emocional,2025,Sí,65 i més,Home,Classe III,Estudis primaris i sense estudis,Àrea Metropolitana Sud,35.0,1466357,6822,513225
Malestar emocional,2025,No,65 i més,Home,Classe III,Estudis primaris i sense estudis,Àrea Metropolitana Sud,65.0,323637,1082,210364
Malestar emocional,2025,Sí,15 i més,Home,Classe II,Estudis secundaris,Girona,16.3,325528,1369,53061
Malestar emocional,2025,No,15 i més,Home,Classe II,Estudis secundaris,Girona,83.7,863572,2550,722810
Malestar emocional,2026,Sí,15 - 44,Home,Classe II,Estudis universitaris,Cat. Central,19.2,545902,2351,104813
Malestar emocional,2026,No,15 - 44,Home,Classe II,Estudis universitaris,Cat. Central,80.8,451709,1169,364981
Malestar emocional,2023,Sí,45 - 64,Home,Classe I,Estudis universitaris,Terres de l’Ebre,15.3,1137719,1875,174071
Malestar emocional,2023,No,45 - 64,Home,Classe I,Estudis universitaris,Terres de l’Ebre,84.7,642411,3144,544122
Malestar emocional,2027,Sí,65 i més,Dona,Classe II,Estudis universitaris,Camp de Tarragona,24.7,701923,574,173375
Malestar emocional,2027,No,65 i més,Dona,Classe II,Estudis universitaris,Camp de Tarragona,75.3,1305156,937,982782
Malestar emocional,2027,Sí,45 - 64,Home,Classe I,Estudis primaris i sense estudis,Barcelona Ciutat,33.3,447855,1631,149136
Malestar emocional,2027,No,45 - 64,Home,Classe I,Estudis primaris i sense estudis,Barcelona Ciutat,66.7,1227140,3322,818502
Malestar emocional,2024,Sí,15 i més,Dona,Classe I,Estudis universitaris,Alt Pirineu i Aran,16.6,506856,1834,84138
Malestar emocional,2024,No,15 i més,Dona,Classe I,Estudis universitaris,Alt Pirineu i Aran,83.4,427696,669,356698
Malestar emocional,2024,Sí,45 - 64,Dona,Classe I,Estudis secundaris,Lleida,27.8,384443,1306,106875
Malestar emocional,2024,No,45 - 64,Dona,Classe I,Estudis secundaris,Lleida,72.2,576592,1939,416299
Malestar emocional,2027,Sí,65 i més,Dona,Classe I,Estudis primaris i sense estudis,Terres de l’Ebre,20.3,517062,1487,104964
Malestar emocional,2027,No,65 i més,Dona,Classe I,Estudis primaris i sense estudis,Terres de l’Ebre,79.7,503978,1516,401670
Malestar emocional,2026,Sí,65 i més,Dona,Classe II,Estudis primaris i sense estudis,Àrea Metropolitana Sud,20.9,987303,872,206346
Malestar emocional,2026,No,65 i més,Dona,Classe II,Estudis primaris i sense estudis,Àrea Metropolitana Sud,79.1,161910,306,128071
Malestar emocional,2027,Sí,65 - 74,Home,Classe I,Estudis secundaris,Camp de Tarragona,28.1,646262,2088,181600
Malestar emocional,2027,No,65 - 74,Home,Classe I,Estudis secundaris,Camp de Tarragona,71.9,241555,135,173678
Malestar emocional,2027,Sí,0 - 14,Home,Classe II,Estudis primaris i sense estudis,Cat. Central,33.9,917148,1475,310913
Malestar emocional,2027,No,0 - 14,Home,Classe II,Estudis primaris i sense estudis,Cat. Central,66.1,745231,2550,492598
Malestar emocional,2026,Sí,65 i més,Home,Classe I,Estudis primaris i sense estudis,Alt Pirineu i Aran,23.6,869571,2739,205219
Malestar emocional,2026,No,65 i més,Home,Classe I,Estudis primaris i sense estudis,Alt Pirineu i Aran,76.4,796368,2902,608425
Malestar emocional,2027,Sí,15 i més,Dona,Classe III,Estudis universitaris,Girona,30.7,1309552,5497,402032
Malestar emocional,2027,No,15 i més,Dona,Classe III,Estudis universitaris,Girona,69.3,350750,356,243070
Malestar emocional,2023,Sí,15 i més,Dona,Classe III,Estudis universitaris,Terres de l’Ebre,27.0,559160,624,150973
Malestar emocional,2023,No,15 i més,Dona,Classe III,Estudis universitaris,Terres de l’Ebre,73.0,1111326,4516,811268
Malestar emocional,2026,Sí,65 i més,Dona,Classe III,Estudis universitaris,Terres de l’Ebre,22.3,1343017,690,299493
Malestar emocional,2026,No,65 i més,Dona,Classe III,Estudis universitaris,Terres de l’Ebre,77.7,1332652,1591,1035471
Malestar emocional,2025,Sí,15 - 44,Dona,Classe I,Estudis primaris i sense estudis,Cat. Central,15.7,1166064,2733,183072
Malestar emocional,2025,No,15 - 44,Dona,Classe I,Estudis primaris i sense estudis,Cat. Central,84.3,124816,173,105220
Malestar emocional,2025,Sí,45 - 64,Home,Classe II,Estudis primaris i sense estudis,Barcelona Ciutat,27.1,622655,2155,168740
Malestar emocional,2025,No,45 - 64,Home,Classe II,Estudis primaris i sense estudis,Barcelona Ciutat,72.9,1411205,1029,1028768
Malestar emocional,2026,Sí,75 i més,Home,Classe II,Estudis universitaris,Camp de Tarragona,24.2,1123157,4413,271804
Malestar emocional,2026,No,75 i més,Home,Classe II,Estudis universitaris,Camp de Tarragona,75.8,538280,1754,408016
Malestar emocional,2023,Sí,65 - 74,Dona,Classe III,Estudis primaris i sense estudis,Terres de l’Ebre,15.0,393370,1897,59006
Malestar emocional,2023,No,65 - 74,Dona,Classe III,Estudis primaris i sense estudis,Terres de l’Ebre,85.0,457197,1533,388617
Malestar emocional,2023,Sí,75 i més,Home,Classe III,Estudis secundaris,Barcelona Ciutat,22.5,552225,329,124251
Malestar emocional,2023,No,75 i més,Home,Classe III,Estudis secundaris,Barcelona Ciutat,77.5,1090955,2932,845490
Malestar emocional,2025,Sí,0 - 14,Home,Classe I,Estudis universitaris,Cat. Central,33.2,895702,4003,297373
Malestar emocional,2025,No,0 - 14,Home,Classe I,Estudis universitaris,Cat. Central,66.8,1295290,2322,865254
Malestar emocional,2024,Sí,65 i més,Home,Classe I,Estudis secundaris,Alt Pirineu i Aran,27.4,551532,822,151120
Malestar emocional,2024,No,65 i més,Home,Classe I,Estudis secundaris,Alt Pirineu i Aran,72.6,789499,909,573176
Malestar emocional,2027,Sí,0 - 14,Dona,Classe I,Estudis primaris i sense estudis,Girona,19.2,1165455,1722,223767
Malestar emocional,2027,No,0 - 14,Dona,Classe I,Estudis primaris i sense estudis,Girona,80.8,343322,563,277404
Malestar emocional,2027,Sí,65 - 74,Dona,Classe III,Estudis secundaris,Cat. Central,20.9,1400037,1022,292608
Malestar emocional,2027,No,65 - 74,Dona,Classe III,Estudis secundaris,Cat. Central,79.1,1237480,4505,978847
Malestar emocional,2024,Sí,0 - 14,Home,Classe II,Estudis secundaris,Lleida,34.9,531465,1607,185481
Malestar emocional,2024,No,0 - 14,Home,Classe II,Estudis secundaris,Lleida,65.1,521126,2559,339253
Malestar emocional,2027,Sí,65 i més,Dona,Classe III,Estudis secundaris,Lleida,27.6,159737,593,44087
Malestar emocional,2027,No,65 i més,Dona,Classe III,Estudis secundaris,Lleida,72.4,941226,1147,681448
Malestar emocional,2023,Sí,65 i més,Home,Classe III,Estudis universitaris,Àrea Metropolitana Sud,16.5,1296521,3494,213926
Malestar emocional,2023,No,65 i més,Home,Classe III,Estudis universitaris,Àrea Metropolitana Sud,83.5,347922,1254,290515
Malestar emocional,2027,Sí,45 - 64,Dona,Classe III,Estudis primaris i sense estudis,Cat. Central,15.4,1285018,2163,197893
Malestar emocional,2027,No,45 - 64,Dona,Classe III,Estudis primaris i sense estudis,Cat. Central,84.6,986129,3349,834265
Malestar emocional,2027,Sí,15 i més,Home,Classe III,Estudis secundaris,Terres de l’Ebre,32.0,841234,2751,269195
Malestar emocional,2027,No,15 i més,Home,Classe III,Estudis secundaris,Terres de l’Ebre,68.0,153666,122,104493
Malestar emocional,2027,Sí,75 i més,Home,Classe I,Estudis universitaris,Àrea Metropolitana Nord,15.9,1111243,1193,176688
Malestar emocional,2027,No,75 i més,Home,Classe I,Estudis universitaris,Àrea Metropolitana Nord,84.1,557496,1554,468854
